PLATEIFU,RA,DEC,REDSHIFT,LOG_MASS,FUV_MAG,NUV_MAG,U_MAG,G_MAG,R_MAG,I_MAG,Z_MAG
8982-12705,203.162313326,25.4411699502,0.0250478,10.226159,18.82447,17.827173,16.292301,14.904374,14.155239,13.756304,13.444872
9182-9102,121.35772,40.1783,0.0282895,10.227239,19.285904,18.516182,16.796082,15.27397,14.52962,14.138543,13.857272
8440-12704,136.142338091,41.3978271827,0.0270151,10.230388,18.875029,18.486689,16.71147,15.13771,14.420588,14.0198765,13.777418
8141-12702,117.239820154,43.7865920222,0.0314434,10.23047,18.796364,18.273806,16.688616,15.329746,14.658444,14.261395,13.981009
8623-12702,310.217078243,0.652804433245,0.0267675,10.2307,19.496391,18.738806,16.910719,15.40502,14.590941,14.11209,13.742411
9028-12702,242.975066254,30.332783222,0.0300649,10.231051,18.251925,17.666067,16.670506,15.243792,14.552593,14.163328,13.881221
9185-3702,256.664046275,34.5430022348,0.0302212,10.231309,20.014107,19.208439,17.264032,15.544595,14.718127,14.2959795,13.974225
7958-3703,256.664046275,34.5430022348,0.0302212,10.231309,20.014107,19.208439,17.264032,15.544595,14.718127,14.2959795,13.974225
8257-12701,165.495818359,45.2280243374,0.0199963,10.231829,16.091627,15.583295,14.769436,13.73797,13.267852,13.008011,12.848483
9183-12702,121.31151,37.47255,0.0330229,10.2323885,18.743267,18.442966,16.805164,15.290597,14.638992,14.267472,13.983832
7977-12704,332.418270109,13.6358085465,0.0273857,10.233341,Infinity,Infinity,16.98747,15.379917,14.551214,14.083625,13.743516
8140-12701,116.930322338,41.386379358,0.0285831,10.233869,Infinity,21.14598,17.579527,15.588415,14.736378,14.252387,13.955262
8333-12703,214.793892374,44.1376665968,0.0350145,10.234621,19.123877,18.913479,17.025875,15.595597,14.903122,14.481453,14.16542
10001-3704,134.910466734,56.8788941639,0.0307813,10.234894,20.458931,19.68975,17.226223,15.513621,14.741158,14.341785,14.075152
8978-6103,250.453203157,41.8187374779,0.0316013,10.236331,19.231972,18.752705,17.052393,15.438228,14.7063,14.313474,14.030485
9501-3702,129.505673957,25.3275092905,0.0282544,10.237449,26.745949,20.911,17.304094,15.484621,14.626983,14.205097,13.896866
8154-12701,45.43511,-0.59263,0.0314652,10.237617,18.022253,17.654995,16.122547,14.949024,14.414587,14.00853,13.755069
8990-9102,173.929666166,49.7378213736,0.0327694,10.2396345,18.081017,17.511059,16.503428,15.14501,14.540161,14.178735,13.995397
8937-3701,117.310556938,28.6115938934,0.0275024,10.240137,22.641062,20.057068,17.08445,15.358341,14.528481,14.12224,13.815666
9883-12702,256.102714981,33.3758821506,0.0296443,10.24017,Infinity,19.508385,17.043756,15.432818,14.675276,14.254369,14.044863
7977-1902,332.481316937,12.8180504327,0.0358116,10.2410755,19.502443,18.675074,16.931543,15.650383,14.976511,14.58758,14.267982
8612-3701,252.291995336,38.9389645227,0.0290337,10.241148,Infinity,20.239649,17.147638,15.490098,14.681161,14.224988,13.941181
9869-1901,246.959644668,40.937449163,0.0308858,10.242059,21.39075,20.370525,17.517147,15.597072,14.7708235,14.334715,14.03108
8338-3703,172.787029744,23.057180441,0.0310429,10.243611,20.999008,19.233198,16.907845,15.432714,14.659666,14.2745905,14.038395
8315-3704,237.888156574,38.2994367409,0.0328705,10.24365,21.89163,20.931593,17.461275,15.729887,14.915416,14.505779,14.223952
8080-12702,47.9994154757,-1.16166126075,0.0267911,10.244552,Infinity,Infinity,17.016722,15.270267,14.420014,13.932751,13.538643
8551-12704,233.3193794,45.6985288222,0.029372,10.244831,18.631557,18.181568,16.65751,15.236091,14.5296135,14.127856,13.83226
8446-12704,206.202869638,37.1632244485,0.0265727,10.245846,17.299381,16.725536,15.809332,14.576174,13.989494,13.676928,13.436884
8452-9102,156.966733085,46.0063699088,0.0398743,10.246205,17.737621,17.059858,16.29898,15.221732,14.736233,14.433758,14.254517
9050-9101,245.998437113,21.7950305856,0.0321411,10.246814,18.430538,17.831026,16.589115,15.284451,14.63767,14.271999,14.015501
8992-12702,172.317236027,51.5232336738,0.0328624,10.246934,18.461636,17.990211,16.656443,15.274711,14.616302,14.234742,13.93094
8083-12704,50.6967861467,0.149366137403,0.0228308,10.247023,17.396084,16.84969,15.650749,14.473729,13.868659,13.494478,13.300125
8313-12703,240.365851242,42.3881865027,0.0355431,10.247241,18.040514,17.571648,16.44456,15.227168,14.668343,14.315477,14.098559
9865-3704,225.804219053,49.8511547384,0.0280877,10.247941,Infinity,Infinity,16.951536,15.22128,14.450142,14.066998,13.793541
9183-9101,121.244031648,38.2676957413,0.0355189,10.2495575,20.99081,20.108147,17.656075,16.02525,15.148761,14.646509,14.324526
8144-12705,115.309868255,27.6140465302,0.0272534,10.249886,Infinity,Infinity,16.654976,15.136713,14.353641,13.858257,13.529861
9490-6101,120.994846241,19.3642418355,0.0338467,10.250088,Infinity,Infinity,16.555647,15.211778,14.5746975,14.192283,13.919252
9500-12702,132.598326905,25.9540819815,0.0276496,10.251144,17.997189,17.920872,16.484161,15.07078,14.396401,14.012069,13.75637
8145-3704,117.570349824,27.8569928312,0.0275442,10.251347,21.876184,20.735445,16.925034,15.36514,14.539138,14.120775,13.798434
9095-1901,242.810051712,24.2250218923,0.0325268,10.2523775,18.83211,18.012283,16.727587,15.374112,14.660547,14.280166,13.968878
8992-6101,172.104499923,51.0283528932,0.0337028,10.252392,18.239674,17.937778,16.66805,15.321374,14.697126,14.336275,14.105401
9095-3703,243.032096541,23.718144973,0.0319131,10.253437,Infinity,Infinity,17.682917,15.85092,14.9595175,14.499742,14.195683
8952-6103,204.674179172,27.742410862,0.0362095,10.253558,18.57317,17.9329,16.748022,15.442652,14.790903,14.396463,14.116123
8588-12701,249.471809515,39.2498229771,0.0309035,10.253696,18.750053,19.129354,17.134834,15.5469885,14.755296,14.309558,13.970808
8445-6101,204.001894701,34.817955493,0.024585,10.254647,21.318249,Infinity,16.617456,14.966316,14.186139,13.761857,13.466699
8454-9102,154.59451448,45.9546452378,0.0250192,10.255625,18.960398,18.459724,16.433596,14.9850445,14.208826,13.783371,13.481485
8449-12705,169.342672388,22.3385004333,0.0323767,10.2568,Infinity,Infinity,16.679907,15.208939,14.5090275,14.127034,13.835301
8253-3702,157.597552562,43.725082216,0.0288336,10.257252,20.383732,19.7346,17.16988,15.380636,14.555979,14.141114,13.841992
8312-6102,246.411128006,40.0988261907,0.0325493,10.257499,19.644989,18.857275,16.961521,15.482053,14.757143,14.368632,14.110165
7990-12704,262.486038254,58.3974072478,0.0268193,10.257628,18.689358,18.129343,16.617678,15.124883,14.395512,14.020827,13.762079
8980-1901,225.104201455,43.2870099493,0.0312752,10.257724,21.165167,20.430658,17.509682,15.646156,14.770938,14.370594,14.068991
8940-6104,122.433990327,25.8816065724,0.0256511,10.258815,,19.785133,16.781218,15.075393,14.299169,13.902676,13.651937
8942-12702,124.003309706,27.0758952047,0.0254964,10.258879,16.455168,15.773682,15.259484,14.094657,13.540697,13.228101,12.925165
9044-1902,230.303299578,30.6579265613,0.0308134,10.2600355,24.70678,20.456118,17.114899,15.4519415,14.696125,14.328824,14.053869
9888-3701,236.008027786,27.6993113757,0.0321923,10.261163,18.870926,18.394241,16.795599,15.347818,14.651247,14.2635975,13.9670105
7957-1902,256.77565585,35.6399780306,0.0312375,10.263781,,20.57146,17.273993,15.545443,14.7711315,14.35847,14.049155
7975-12703,324.094963475,12.2363038289,0.0288791,10.264542,19.388887,18.631598,16.965914,15.363242,14.586489,14.115883,13.761247
8950-12705,194.733135283,27.8334449764,0.0251028,10.26482,18.36401,17.69308,16.121824,14.675944,14.010518,13.661176,13.40761
8449-1901,167.42166038,21.7403753122,0.0322203,10.265146,Infinity,Infinity,17.36812,15.579573,14.733027,14.321889,13.993461
8312-12702,245.270870484,39.9173908047,0.0320253,10.265233,18.020163,17.287933,16.228767,14.8968935,14.311555,13.969273,13.72654
9881-12704,205.326216402,24.4962006646,0.0268563,10.265252,18.821892,18.626968,16.760296,15.123251,14.348522,13.963958,13.664109
8626-12702,263.205362118,56.9012700515,0.0293613,10.266753,19.402647,,16.92618,15.396038,14.619294,14.224717,13.954516
9193-3703,47.1101909591,0.555106741017,0.031244,10.266787,22.81625,21.087282,17.56796,15.78391,14.920238,14.476582,14.159672
8604-12702,246.654494422,39.1275427221,0.0353186,10.268616,18.798136,18.28539,16.672424,15.454939,14.794779,14.390589,14.119853
8616-1902,322.302154005,-0.621758126194,0.0301788,10.269275,21.529871,20.623053,17.504227,15.651983,14.76748,14.308656,13.981289
8948-12705,166.014205374,49.8216247532,0.0238145,10.269984,16.497883,16.056173,15.211373,14.065124,13.593453,13.281284,13.184597
8338-3701,172.246907998,22.9599058459,0.0321216,10.270553,21.900063,20.881222,17.173168,15.572659,14.761963,14.347426,14.053837
10001-6102,132.653991697,57.3596675436,0.0261046,10.270639,18.911802,18.440544,16.605877,15.154782,14.378828,13.960502,13.667738
8597-12703,225.388973978,49.1124291187,0.0259833,10.270928,Infinity,Infinity,16.179808,14.679479,14.037093,13.640348,13.447628
8257-12705,167.034557947,45.9846243821,0.0361729,10.271632,17.188618,16.721107,15.902724,14.809291,14.359794,14.035122,13.870921
8728-3701,57.6990284001,-7.02878655356,0.0279785,10.272179,Infinity,Infinity,16.847824,15.230645,14.425444,14.003184,13.711074
8601-1901,247.830317844,39.7441304576,0.0309313,10.272798,24.05432,20.639414,17.219645,15.485497,14.697274,14.302459,14.018666
8552-12701,226.431661417,44.4049023746,0.0283402,10.276041,18.928068,18.510435,16.736471,15.240462,14.455277,13.9948845,13.61338
8932-6104,195.53610476,28.387091532,0.0252668,10.276196,19.97334,19.40656,16.71833,15.026429,14.212053,13.7813835,13.47583
8313-12701,239.4918,41.792591,0.0354683,10.277146,17.661137,17.340729,16.120506,14.924159,14.425009,14.107404,13.89286
8465-3704,197.983095298,46.9071902298,0.028305,10.277414,21.05302,20.179844,17.118317,15.312335,14.481614,14.0645275,13.771684
8444-6103,200.441575183,33.1828044363,0.0373855,10.277968,20.810266,19.571518,17.841042,15.846304,15.027867,14.59462,14.281823
8602-6104,247.572410332,39.8894177689,0.0296549,10.278362,21.126974,19.783762,16.966698,15.300234,14.544691,14.153729,13.903015
8484-3702,247.730864772,45.8800494565,0.0326858,10.2785635,Infinity,Infinity,17.134005,15.461006,14.669391,14.245017,13.927648
8318-12702,196.444036535,46.4618557637,0.0248379,10.27947,18.548075,18.251532,16.43476,14.973063,14.204168,13.748119,13.41808
8941-9102,121.625742505,26.8989373467,0.0255938,10.280175,Infinity,Infinity,16.574768,14.990627,14.167687,13.754585,13.439945
9871-12705,228.372167425,42.3302546015,0.0279527,10.281967,17.676376,16.995941,15.96324,14.710741,14.117307,13.778497,13.561384
7968-9102,323.751629512,-0.511444352259,0.030156,10.282158,23.530481,20.121876,17.038832,15.3934,14.643597,14.250333,13.976748
8311-6104,205.282730985,23.2820554311,0.0263526,10.283633,18.08668,17.466085,15.879507,14.642041,14.022684,13.697743,13.473608
8462-12705,145.597387992,36.349709503,0.0219665,10.285621,18.669464,17.661526,16.137777,14.495163,13.7147665,13.300066,12.9925375
9028-12704,243.615790912,29.9738333089,0.0339225,10.285706,18.616615,18.025562,16.719652,15.322964,14.650413,14.287041,14.038798
9026-3702,249.258211407,44.3356049614,0.0311731,10.286383,,20.247007,17.08374,15.407975,14.641526,14.247892,13.973226
8155-12701,53.1714636534,-1.18362587541,0.0304509,10.286769,19.036003,18.550087,16.878963,15.369144,14.643573,14.224855,13.943994
8934-6104,196.522960268,28.5929539554,0.0264418,10.287604,20.906422,20.18722,16.87916,15.113195,14.285589,13.864657,13.569436
9026-1901,248.945556458,44.4155805915,0.0309915,10.28797,21.35202,20.408438,17.237862,15.4750185,14.670576,14.274117,13.983488
8603-3704,247.844097158,39.1678263093,0.0294841,10.288377,21.106174,20.487469,17.2883,15.393031,14.5674715,14.145494,13.830177
7815-12705,318.990452837,9.54307564379,0.0293012,10.290386,18.756193,18.103004,16.421711,15.128751,14.447606,14.048943,13.745322
8618-6101,318.990452837,9.54307564379,0.0293012,10.290386,18.756193,18.103004,16.421711,15.128751,14.447606,14.048943,13.745322
8554-3704,184.623215861,35.6222586949,0.0348965,10.291464,Infinity,Infinity,16.582262,15.189304,14.544306,14.205234,13.980991
9041-1901,234.245022694,29.8089017856,0.0316185,10.293937,22.90819,20.817137,17.506466,15.654197,14.751196,14.294459,13.945847
8150-9102,149.71387423,32.0730617665,0.0270376,10.294109,18.186682,17.753374,16.323595,14.945363,14.190133,13.736186,13.377179
8257-9102,166.767438931,45.8221385038,0.0252071,10.29417,19.081858,18.476427,16.01877,14.879808,14.075838,13.697311,13.399659
8147-3704,118.323963177,27.4607379561,0.026801,10.295954,20.813082,19.914864,16.85316,15.129988,14.330071,13.927898,13.632885
8247-6101,136.089598316,41.4817290009,0.0244671,10.296905,20.156713,20.440298,16.51294,15.002208,14.152242,13.67899,13.350756
8137-12703,116.169257474,44.1444094839,0.0382869,10.298589,Infinity,Infinity,16.25288,15.031824,14.511766,14.153978,13.944651
7958-3702,256.992605895,34.8185393231,0.0370471,10.298744,17.894377,17.447369,16.531303,15.268269,14.67947,14.325698,14.113711
7990-1902,264.522487678,57.1181655864,0.0300503,10.2991,20.165796,19.088572,16.977192,15.402542,14.602557,14.179816,13.866112
8132-3704,113.255207148,42.4251221385,0.0270996,10.299738,20.277552,20.202755,17.071898,15.297894,14.471925,14.018658,13.711418
9002-6103,222.034919523,31.7103507107,0.0328361,10.299784,22.879572,20.336302,17.138416,15.478812,14.713497,14.306797,14.027471
8082-9102,50.179936141,-1.0022917898,0.0361073,10.2998495,19.382696,18.636509,17.018553,15.581779,14.864722,14.439762,14.124787
8588-9101,250.156240419,39.2216349362,0.0352359,10.299906,19.561691,18.733086,17.019836,15.53693,14.783566,14.338085,13.992053
8713-9102,118.855393765,39.1860944299,0.0331647,10.301115,16.330761,16.077063,15.674869,14.8422575,14.38979,14.07512,13.908433
9041-9102,235.941918996,28.4152116397,0.0327509,10.301352,17.328255,16.885244,15.902462,14.791978,14.28609,13.9685,13.832231
8724-12701,130.335246061,53.9386514555,0.031606,10.301653,17.885958,17.80467,16.43057,15.095083,14.4524145,14.104763,13.878857
8625-3701,258.656838948,57.3054170144,0.0281267,10.305123,21.630787,20.696604,17.135363,15.336232,14.491418,14.065436,13.748294
8085-1902,53.4336705879,-0.527284584275,0.0326055,10.305145,22.960714,21.785257,17.755022,16.02527,15.053699,14.563571,14.188872
8483-3702,247.148175739,48.7836275645,0.0330797,10.30602,Infinity,Infinity,17.222021,15.485521,14.681987,14.288613,13.979146
8992-12704,172.631255396,51.4559385954,0.025594,10.3062725,17.34024,16.824835,15.605298,14.397498,13.837458,13.522088,13.348059
8997-1902,170.166473867,50.8272870675,0.0276203,10.306554,20.990566,23.416893,17.087608,15.26672,14.385823,13.950028,13.623246
8717-3701,117.547457668,34.4152997422,0.0284197,10.307169,23.109331,25.967722,17.1456,15.349534,14.502567,14.069437,13.788478
8320-12705,206.537552071,21.8943036757,0.0273277,10.307338,17.386116,16.899527,15.663911,14.443592,13.904079,13.573973,13.40598
8554-12705,184.932610187,35.5070215867,0.0335301,10.3083315,Infinity,Infinity,16.719852,15.25605,14.552651,14.168747,13.953849
8313-6101,240.65805398,41.2934271029,0.0348484,10.308407,20.155209,19.598566,16.9752,15.378155,14.703511,14.345065,14.081075
9042-9102,235.032076794,28.1522645521,0.0312694,10.308699,18.108412,17.612623,16.264624,15.039793,14.418959,14.055332,13.836007
8612-12705,255.101564959,38.3517130924,0.0357928,10.310415,18.780592,18.43745,17.118042,15.589702,14.833859,14.380864,14.032866
8932-6101,194.651506215,27.1041578286,0.0264916,10.310576,21.788675,19.974302,16.698736,14.9581995,14.189726,13.825924,13.525877
8141-1902,118.713338789,43.1826360551,0.0330954,10.310729,Infinity,Infinity,17.349531,15.544143,14.728943,14.322762,14.020533
8602-12702,247.688690721,39.1952321045,0.0303737,10.311387,20.824465,19.648117,16.652147,15.292396,14.51716,14.110247,13.938266
8261-12705,183.403568678,46.4939291513,0.0257328,10.312048,17.656847,17.11876,15.74553,14.55813,13.960252,13.590725,13.345849
8319-12704,199.942788791,47.7155742145,0.0288275,10.312554,17.821867,17.49192,16.085506,14.751256,14.16376,13.798524,13.558548
8601-12705,250.12314401,39.2351144868,0.0297241,10.3127,18.609398,18.167849,16.5967,15.053644,14.353443,13.973795,13.708146
8341-3704,191.034146056,44.8918867776,0.0240353,10.312755,20.58136,19.306694,16.737719,14.8573475,14.025942,13.6105385,13.305207
7977-3702,331.080925269,12.9683778244,0.0273478,10.312985,22.120687,20.734303,17.126259,15.337495,14.481062,14.0417,13.740272
8555-12705,246.578190983,43.4074643202,0.0315232,10.314581,18.586227,18.077427,16.639378,15.176099,14.507288,14.12133,13.877798
8439-3701,141.460052772,49.3298551231,0.0270654,10.315036,Infinity,Infinity,16.729567,15.032198,14.214821,13.8163595,13.538584
9027-12704,245.346646891,32.3490136493,0.034659,10.315864,18.27929,18.11111,16.509026,15.254858,14.614275,14.244535,14.014979
8603-3702,247.04131843,40.6956030265,0.0323713,10.316262,21.983171,20.424973,17.252153,15.4856615,14.67621,14.253075,13.954695
8952-12701,204.68383155,26.3285381656,0.028185,10.316888,19.564806,18.115887,16.635717,15.049963,14.283208,13.872231,13.636067
8602-9102,247.763413807,39.5621866757,0.0321973,10.31702,20.52617,20.44216,17.153564,15.496494,14.683057,14.274808,13.986319
8979-6102,241.823389178,41.4036042555,0.0346392,10.317135,17.472841,17.113262,16.238106,15.04282,14.48728,14.146543,13.957467
8935-12703,194.575985397,29.1287943302,0.0263268,10.317844,18.207453,17.751358,16.03219,14.668015,14.04047,13.669886,13.452695
8990-3702,173.306256863,49.1019569875,0.0323474,10.318472,21.842354,20.756464,17.464897,15.605298,14.736429,14.289138,13.927485
8083-6103,50.9401586064,0.00743315679052,0.0360783,10.319645,Infinity,22.056484,17.807981,16.071733,15.176044,14.695608,14.356578
8979-1901,242.318618357,41.7457277879,0.0256185,10.320921,21.610691,20.031017,16.693,14.957104,14.163147,13.764722,13.498621
8603-9101,247.225624269,40.8666111706,0.030343,10.321923,22.141994,20.005146,17.198048,15.260711,14.487924,14.074541,13.84175
8625-12701,257.957539798,57.1109334787,0.0303001,10.32256,22.525333,19.512585,17.04499,15.375991,14.565062,14.101697,13.812675
8603-3701,247.31877318,39.4010368861,0.0281234,10.32385,21.53753,20.595474,17.04864,15.2062235,14.371057,13.958137,13.64521
